case_id,method,block_id,state,device_id
CRACK04,VDF,B_1_5,precision,P2
CRACK04,VDF,B_2_1,ordinary,O1
CRACK04,VDF,B_2_3,ordinary,O1
CRACK04,VDF,B_2_5,ordinary,O1
CRACK04,VDF,B_3_1,ordinary,O1
CRACK04,VDF,B_4_1,precision,P2
CRACK04,VDF,B_4_4,ordinary,O2
CRACK04,VDF,B_4_5,ordinary,O2
CRACK04,VDF,B_5_1,ordinary,O2
CRACK04,VDF,B_5_3,ordinary,O2
CRACK04,VDF,B_5_4,ordinary,O2
CRACK04,VDF,B_5_5,precision,P1
CRACK04,VDF,B_6_1,precision,P1
CRACK04,VDF,B_6_2,precision,P1
CRACK04,VDF,B_6_3,ordinary,O3
CRACK04,VDF,B_6_4,ordinary,O3
CRACK04,VDF,B_6_5,ordinary,O3
CRACK04,MG,B_1_1,ordinary,O1
CRACK04,MG,B_1_3,ordinary,O1
CRACK04,MG,B_1_4,precision,P2
CRACK04,MG,B_1_5,precision,P2
CRACK04,MG,B_2_1,ordinary,O1
CRACK04,MG,B_2_3,ordinary,O1
CRACK04,MG,B_2_5,ordinary,O1
CRACK04,MG,B_3_1,ordinary,O1
CRACK04,MG,B_4_4,ordinary,O2
CRACK04,MG,B_4_5,ordinary,O2
CRACK04,MG,B_5_1,ordinary,O2
CRACK04,MG,B_5_3,ordinary,O2
CRACK04,MG,B_5_4,ordinary,O2
CRACK04,MG,B_5_5,ordinary,O3
CRACK04,MG,B_6_1,ordinary,O3
CRACK04,MG,B_6_2,ordinary,O3
CRACK04,MG,B_6_3,precision,P1
CRACK04,MG,B_6_4,precision,P1
CRACK04,MG,B_6_5,precision,P1
CRACK04,MG-LS,B_1_1,ordinary,O1
CRACK04,MG-LS,B_1_3,ordinary,O1
CRACK04,MG-LS,B_1_4,precision,P2
CRACK04,MG-LS,B_1_5,precision,P2
CRACK04,MG-LS,B_2_1,ordinary,O1
CRACK04,MG-LS,B_2_3,ordinary,O1
CRACK04,MG-LS,B_2_5,ordinary,O1
CRACK04,MG-LS,B_3_1,ordinary,O1
CRACK04,MG-LS,B_4_4,ordinary,O2
CRACK04,MG-LS,B_4_5,ordinary,O2
CRACK04,MG-LS,B_5_1,ordinary,O2
CRACK04,MG-LS,B_5_3,ordinary,O2
CRACK04,MG-LS,B_5_4,ordinary,O2
CRACK04,MG-LS,B_5_5,ordinary,O3
CRACK04,MG-LS,B_6_1,ordinary,O3
CRACK04,MG-LS,B_6_2,ordinary,O3
CRACK04,MG-LS,B_6_3,precision,P1
CRACK04,MG-LS,B_6_4,precision,P1
CRACK04,MG-LS,B_6_5,precision,P1
CRACK05,VF,B_1_1,precision,P1
CRACK05,VF,B_1_3,precision,P1
CRACK05,VF,B_1_4,ordinary,O3
CRACK05,VF,B_1_5,ordinary,O2
CRACK05,VF,B_2_1,precision,P1
CRACK05,VF,B_2_3,precision,P2
CRACK05,VF,B_2_5,precision,P2
CRACK05,VF,B_3_1,ordinary,O1
CRACK05,VF,B_3_3,ordinary,O3
CRACK05,VF,B_3_5,ordinary,O3
CRACK05,VF,B_4_1,ordinary,O2
CRACK05,VF,B_4_4,ordinary,O1
CRACK05,VF,B_4_5,ordinary,O1
CRACK05,VF,B_5_1,ordinary,O1
CRACK05,VF,B_5_3,ordinary,O2
CRACK05,VF,B_5_5,ordinary,O1
CRACK05,VF,B_6_1,ordinary,O1
CRACK05,VF,B_6_2,ordinary,O2
CRACK05,VF,B_6_5,ordinary,O2
CRACK05,VDF,B_1_1,ordinary,O1
CRACK05,VDF,B_1_3,ordinary,O1
CRACK05,VDF,B_1_4,precision,P2
CRACK05,VDF,B_1_5,ordinary,O3
CRACK05,VDF,B_2_1,ordinary,O1
CRACK05,VDF,B_2_3,ordinary,O1
CRACK05,VDF,B_2_5,ordinary,O1
CRACK05,VDF,B_3_1,ordinary,O1
CRACK05,VDF,B_3_3,precision,P2
CRACK05,VDF,B_4_1,ordinary,O3
CRACK05,VDF,B_4_4,ordinary,O2
CRACK05,VDF,B_4_5,ordinary,O2
CRACK05,VDF,B_5_1,ordinary,O2
CRACK05,VDF,B_5_3,ordinary,O3
CRACK05,VDF,B_5_5,ordinary,O2
CRACK05,VDF,B_6_1,ordinary,O2
CRACK05,VDF,B_6_2,precision,P1
CRACK05,VDF,B_6_5,precision,P1
CRACK05,MG,B_1_1,ordinary,O1
CRACK05,MG,B_1_3,ordinary,O1
CRACK05,MG,B_1_4,precision,P1
CRACK05,MG,B_1_5,precision,P1
CRACK05,MG,B_2_1,ordinary,O1
CRACK05,MG,B_2_3,ordinary,O1
CRACK05,MG,B_2_4,precision,P2
CRACK05,MG,B_2_5,ordinary,O1
CRACK05,MG,B_3_1,ordinary,O1
CRACK05,MG,B_4_1,ordinary,O3
CRACK05,MG,B_4_4,ordinary,O2
CRACK05,MG,B_4_5,ordinary,O2
CRACK05,MG,B_5_1,ordinary,O2
CRACK05,MG,B_5_5,ordinary,O2
CRACK05,MG,B_6_1,ordinary,O2
CRACK05,MG,B_6_2,ordinary,O3
CRACK05,MG,B_6_5,ordinary,O3
CRACK05,MG-LS,B_1_1,ordinary,O1
CRACK05,MG-LS,B_1_2,precision,P2
CRACK05,MG-LS,B_1_3,precision,P2
CRACK05,MG-LS,B_1_4,precision,P1
CRACK05,MG-LS,B_1_5,precision,P1
CRACK05,MG-LS,B_2_1,ordinary,O1
CRACK05,MG-LS,B_2_3,ordinary,O1
CRACK05,MG-LS,B_2_4,ordinary,O1
CRACK05,MG-LS,B_2_5,ordinary,O1
CRACK05,MG-LS,B_3_1,ordinary,O1
CRACK05,MG-LS,B_4_1,ordinary,O3
CRACK05,MG-LS,B_4_4,ordinary,O2
CRACK05,MG-LS,B_4_5,ordinary,O2
CRACK05,MG-LS,B_5_1,ordinary,O2
CRACK05,MG-LS,B_5_5,ordinary,O2
CRACK05,MG-LS,B_6_1,ordinary,O2
CRACK05,MG-LS,B_6_2,ordinary,O3
CRACK05,MG-LS,B_6_5,ordinary,O3
CRACK06,VF,B_1_1,precision,P1
CRACK06,VF,B_1_2,ordinary,O3
CRACK06,VF,B_1_3,precision,P1
CRACK06,VF,B_1_4,ordinary,O2
CRACK06,VF,B_1_5,ordinary,O2
CRACK06,VF,B_2_1,precision,P1
CRACK06,VF,B_2_3,precision,P2
CRACK06,VF,B_2_5,precision,P2
CRACK06,VF,B_3_1,ordinary,O1
CRACK06,VF,B_3_3,ordinary,O3
CRACK06,VF,B_3_5,ordinary,O3
CRACK06,VF,B_4_4,ordinary,O1
CRACK06,VF,B_4_5,ordinary,O1
CRACK06,VF,B_5_1,ordinary,O1
CRACK06,VF,B_5_3,ordinary,O2
CRACK06,VF,B_5_5,ordinary,O1
CRACK06,VF,B_6_1,ordinary,O1
CRACK06,VF,B_6_5,ordinary,O2
CRACK06,VDF,B_1_1,ordinary,O1
CRACK06,VDF,B_1_3,ordinary,O1
CRACK06,VDF,B_1_4,ordinary,O3
CRACK06,VDF,B_1_5,precision,P1
CRACK06,VDF,B_2_1,ordinary,O1
CRACK06,VDF,B_2_3,ordinary,O1
CRACK06,VDF,B_2_5,ordinary,O1
CRACK06,VDF,B_3_1,ordinary,O1
CRACK06,VDF,B_3_3,ordinary,O3
CRACK06,VDF,B_3_5,precision,P2
CRACK06,VDF,B_4_4,ordinary,O2
CRACK06,VDF,B_4_5,ordinary,O2
CRACK06,VDF,B_5_1,ordinary,O2
CRACK06,VDF,B_5_3,ordinary,O3
CRACK06,VDF,B_5_5,ordinary,O2
CRACK06,VDF,B_6_1,ordinary,O2
CRACK06,VDF,B_6_5,precision,P1
CRACK06,MG,B_1_1,ordinary,O1
CRACK06,MG,B_1_3,ordinary,O1
CRACK06,MG,B_1_4,precision,P1
CRACK06,MG,B_1_5,ordinary,O3
CRACK06,MG,B_2_1,ordinary,O1
CRACK06,MG,B_2_3,ordinary,O1
CRACK06,MG,B_2_4,precision,P1
CRACK06,MG,B_2_5,ordinary,O1
CRACK06,MG,B_3_1,ordinary,O1
CRACK06,MG,B_3_4,precision,P2
CRACK06,MG,B_4_4,ordinary,O2
CRACK06,MG,B_4_5,ordinary,O2
CRACK06,MG,B_5_1,ordinary,O2
CRACK06,MG,B_5_3,ordinary,O3
CRACK06,MG,B_5_5,ordinary,O2
CRACK06,MG,B_6_1,ordinary,O2
CRACK06,MG,B_6_5,ordinary,O3
CRACK06,MG-LS,B_1_1,ordinary,O1
CRACK06,MG-LS,B_1_3,precision,P2
CRACK06,MG-LS,B_1_4,precision,P1
CRACK06,MG-LS,B_1_5,ordinary,O3
CRACK06,MG-LS,B_2_1,ordinary,O1
CRACK06,MG-LS,B_2_3,precision,P2
CRACK06,MG-LS,B_2_4,precision,P1
CRACK06,MG-LS,B_2_5,ordinary,O1
CRACK06,MG-LS,B_3_1,ordinary,O1
CRACK06,MG-LS,B_3_4,ordinary,O1
CRACK06,MG-LS,B_4_4,ordinary,O2
CRACK06,MG-LS,B_4_5,ordinary,O2
CRACK06,MG-LS,B_5_1,ordinary,O2
CRACK06,MG-LS,B_5_3,ordinary,O3
CRACK06,MG-LS,B_5_5,ordinary,O2
CRACK06,MG-LS,B_6_1,ordinary,O2
CRACK06,MG-LS,B_6_5,ordinary,O3
DEVICE01,VF,B_1_1,precision,P1
DEVICE01,VF,B_1_3,precision,P2
DEVICE01,VF,B_2_1,ordinary,O1
DEVICE01,VF,B_2_3,ordinary,O1
DEVICE01,VF,B_2_5,ordinary,O1
DEVICE01,VF,B_3_1,ordinary,O2
DEVICE01,VF,B_3_5,ordinary,O2
DEVICE01,VF,B_4_1,ordinary,O3
DEVICE01,VDF,B_1_1,ordinary,O1
DEVICE01,VDF,B_1_3,ordinary,O1
DEVICE01,VDF,B_2_1,ordinary,O1
DEVICE01,VDF,B_2_3,ordinary,O2
DEVICE01,VDF,B_2_5,ordinary,O2
DEVICE01,VDF,B_3_1,precision,P1
DEVICE01,VDF,B_3_5,ordinary,O3
DEVICE01,VDF,B_4_1,precision,P2
DEVICE01,MG,B_1_1,ordinary,O1
DEVICE01,MG,B_1_3,ordinary,O1
DEVICE01,MG,B_2_1,ordinary,O1
DEVICE01,MG,B_2_3,ordinary,O2
DEVICE01,MG,B_2_5,ordinary,O2
DEVICE01,MG,B_3_1,ordinary,O3
DEVICE01,MG,B_5_1,precision,P2
DEVICE01,MG,B_6_1,precision,P1
DEVICE01,MG-LS,B_1_1,ordinary,O1
DEVICE01,MG-LS,B_1_3,ordinary,O1
DEVICE01,MG-LS,B_2_1,ordinary,O1
DEVICE01,MG-LS,B_2_3,ordinary,O2
DEVICE01,MG-LS,B_2_5,ordinary,O2
DEVICE01,MG-LS,B_3_1,ordinary,O3
DEVICE01,MG-LS,B_5_1,precision,P2
DEVICE01,MG-LS,B_6_1,precision,P1
DEVICE02,VF,B_1_1,precision,P1
DEVICE02,VF,B_1_3,precision,P1
DEVICE02,VF,B_2_1,precision,P2
DEVICE02,VF,B_2_3,ordinary,O1
DEVICE02,VF,B_2_5,ordinary,O1
DEVICE02,VF,B_3_1,ordinary,O1
DEVICE02,VF,B_3_5,ordinary,O1
DEVICE02,VF,B_4_1,ordinary,O1
DEVICE02,VF,B_4_4,ordinary,O2
DEVICE02,VF,B_4_5,ordinary,O2
DEVICE02,VF,B_5_1,ordinary,O2
DEVICE02,VF,B_5_3,ordinary,O3
DEVICE02,VF,B_5_4,ordinary,O3
DEVICE02,VDF,B_1_1,ordinary,O1
DEVICE02,VDF,B_1_3,ordinary,O1
DEVICE02,VDF,B_2_1,ordinary,O1
DEVICE02,VDF,B_2_3,ordinary,O1
DEVICE02,VDF,B_2_5,ordinary,O1
DEVICE02,VDF,B_3_1,ordinary,O2
DEVICE02,VDF,B_3_5,ordinary,O2
DEVICE02,VDF,B_4_1,ordinary,O2
DEVICE02,VDF,B_4_4,precision,P1
DEVICE02,VDF,B_4_5,precision,P1
DEVICE02,VDF,B_5_1,ordinary,O3
DEVICE02,VDF,B_5_3,ordinary,O3
DEVICE02,VDF,B_5_4,precision,P2
DEVICE02,MG,B_1_1,ordinary,O1
DEVICE02,MG,B_1_3,ordinary,O1
DEVICE02,MG,B_2_1,ordinary,O1
DEVICE02,MG,B_2_3,ordinary,O1
DEVICE02,MG,B_2_5,ordinary,O1
DEVICE02,MG,B_3_1,ordinary,O2
DEVICE02,MG,B_3_5,ordinary,O2
DEVICE02,MG,B_4_1,ordinary,O2
DEVICE02,MG,B_4_4,ordinary,O3
DEVICE02,MG,B_4_5,ordinary,O3
DEVICE02,MG,B_5_1,precision,P1
DEVICE02,MG,B_6_1,precision,P1
DEVICE02,MG,B_6_2,precision,P2
DEVICE02,MG-LS,B_1_1,ordinary,O1
DEVICE02,MG-LS,B_1_3,ordinary,O1
DEVICE02,MG-LS,B_2_1,ordinary,O1
DEVICE02,MG-LS,B_2_3,ordinary,O1
DEVICE02,MG-LS,B_2_5,ordinary,O1
DEVICE02,MG-LS,B_3_1,ordinary,O2
DEVICE02,MG-LS,B_3_5,ordinary,O2
DEVICE02,MG-LS,B_4_1,ordinary,O2
DEVICE02,MG-LS,B_4_4,ordinary,O3
DEVICE02,MG-LS,B_4_5,ordinary,O3
DEVICE02,MG-LS,B_5_1,precision,P1
DEVICE02,MG-LS,B_6_1,precision,P1
DEVICE02,MG-LS,B_6_2,precision,P2
DEVICE03,VF,B_1_1,precision,P1
DEVICE03,VF,B_1_3,precision,P1
DEVICE03,VF,B_2_1,precision,P1
DEVICE03,VF,B_2_3,precision,P2
DEVICE03,VF,B_2_5,precision,P2
DEVICE03,VF,B_3_1,ordinary,O1
DEVICE03,VF,B_3_5,ordinary,O1
DEVICE03,VF,B_4_1,ordinary,O1
DEVICE03,VF,B_4_4,ordinary,O1
DEVICE03,VF,B_4_5,ordinary,O1
DEVICE03,VF,B_5_1,ordinary,O1
DEVICE03,VF,B_5_3,ordinary,O2
DEVICE03,VF,B_5_4,ordinary,O2
DEVICE03,VF,B_5_5,ordinary,O2
DEVICE03,VF,B_6_1,ordinary,O2
DEVICE03,VF,B_6_2,ordinary,O2
DEVICE03,VF,B_6_3,ordinary,O3
DEVICE03,VF,B_6_4,ordinary,O3
DEVICE03,VF,B_6_5,ordinary,O3
DEVICE03,VDF,B_1_1,ordinary,O1
DEVICE03,VDF,B_1_3,ordinary,O1
DEVICE03,VDF,B_2_1,ordinary,O1
DEVICE03,VDF,B_2_3,ordinary,O1
DEVICE03,VDF,B_2_5,ordinary,O1
DEVICE03,VDF,B_3_1,ordinary,O1
DEVICE03,VDF,B_3_5,ordinary,O2
DEVICE03,VDF,B_4_1,ordinary,O2
DEVICE03,VDF,B_4_4,ordinary,O2
DEVICE03,VDF,B_4_5,ordinary,O2
DEVICE03,VDF,B_5_1,ordinary,O2
DEVICE03,VDF,B_5_3,precision,P1
DEVICE03,VDF,B_5_4,precision,P1
DEVICE03,VDF,B_5_5,precision,P1
DEVICE03,VDF,B_6_1,ordinary,O3
DEVICE03,VDF,B_6_2,ordinary,O3
DEVICE03,VDF,B_6_3,ordinary,O3
DEVICE03,VDF,B_6_4,precision,P2
DEVICE03,VDF,B_6_5,precision,P2
DEVICE03,MG,B_1_1,ordinary,O1
DEVICE03,MG,B_1_3,ordinary,O1
DEVICE03,MG,B_2_1,ordinary,O1
DEVICE03,MG,B_2_3,ordinary,O1
DEVICE03,MG,B_2_5,ordinary,O1
DEVICE03,MG,B_3_1,ordinary,O1
DEVICE03,MG,B_3_5,ordinary,O2
DEVICE03,MG,B_4_1,ordinary,O2
DEVICE03,MG,B_4_4,ordinary,O2
DEVICE03,MG,B_4_5,ordinary,O2
DEVICE03,MG,B_5_1,ordinary,O2
DEVICE03,MG,B_5_3,ordinary,O3
DEVICE03,MG,B_5_4,ordinary,O3
DEVICE03,MG,B_5_5,ordinary,O3
DEVICE03,MG,B_6_1,precision,P1
DEVICE03,MG,B_6_2,precision,P1
DEVICE03,MG,B_6_3,precision,P1
DEVICE03,MG,B_6_4,precision,P2
DEVICE03,MG,B_6_5,precision,P2
DEVICE03,MG-LS,B_1_1,ordinary,O1
DEVICE03,MG-LS,B_1_3,ordinary,O1
DEVICE03,MG-LS,B_2_1,ordinary,O1
DEVICE03,MG-LS,B_2_3,ordinary,O1
DEVICE03,MG-LS,B_2_5,ordinary,O1
DEVICE03,MG-LS,B_3_1,ordinary,O1
DEVICE03,MG-LS,B_3_5,ordinary,O2
DEVICE03,MG-LS,B_4_1,ordinary,O2
DEVICE03,MG-LS,B_4_4,ordinary,O2
DEVICE03,MG-LS,B_4_5,ordinary,O2
DEVICE03,MG-LS,B_5_1,ordinary,O2
DEVICE03,MG-LS,B_5_3,ordinary,O3
DEVICE03,MG-LS,B_5_4,ordinary,O3
DEVICE03,MG-LS,B_5_5,ordinary,O3
DEVICE03,MG-LS,B_6_1,precision,P1
DEVICE03,MG-LS,B_6_2,precision,P1
DEVICE03,MG-LS,B_6_3,precision,P1
DEVICE03,MG-LS,B_6_4,precision,P2
DEVICE03,MG-LS,B_6_5,precision,P2
DEVICE04,VF,B_1_1,precision,P1
DEVICE04,VF,B_1_2,ordinary,O3
DEVICE04,VF,B_1_3,precision,P1
DEVICE04,VF,B_1_4,ordinary,O3
DEVICE04,VF,B_1_5,ordinary,O3
DEVICE04,VF,B_2_1,precision,P1
DEVICE04,VF,B_2_3,precision,P2
DEVICE04,VF,B_2_5,precision,P2
DEVICE04,VF,B_3_1,ordinary,O1
DEVICE04,VF,B_3_3,ordinary,O3
DEVICE04,VF,B_3_5,ordinary,O1
DEVICE04,VF,B_4_1,ordinary,O1
DEVICE04,VF,B_4_4,ordinary,O1
DEVICE04,VF,B_4_5,ordinary,O1
DEVICE04,VF,B_5_1,ordinary,O1
DEVICE04,VF,B_5_3,ordinary,O1
DEVICE04,VF,B_5_4,ordinary,O1
DEVICE04,VF,B_5_5,ordinary,O2
DEVICE04,VF,B_6_1,ordinary,O2
DEVICE04,VF,B_6_2,ordinary,O2
DEVICE04,VF,B_6_3,ordinary,O2
DEVICE04,VF,B_6_4,ordinary,O2
DEVICE04,VF,B_6_5,ordinary,O2
DEVICE04,VDF,B_1_1,ordinary,O1
DEVICE04,VDF,B_1_2,precision,P2
DEVICE04,VDF,B_1_3,ordinary,O1
DEVICE04,VDF,B_1_4,precision,P2
DEVICE04,VDF,B_1_5,ordinary,O3
DEVICE04,VDF,B_2_1,ordinary,O1
DEVICE04,VDF,B_2_3,ordinary,O1
DEVICE04,VDF,B_2_5,ordinary,O1
DEVICE04,VDF,B_3_1,ordinary,O1
DEVICE04,VDF,B_3_3,ordinary,O3
DEVICE04,VDF,B_3_5,ordinary,O1
DEVICE04,VDF,B_4_1,ordinary,O1
DEVICE04,VDF,B_4_4,ordinary,O2
DEVICE04,VDF,B_4_5,ordinary,O2
DEVICE04,VDF,B_5_1,ordinary,O2
DEVICE04,VDF,B_5_3,ordinary,O2
DEVICE04,VDF,B_5_4,ordinary,O2
DEVICE04,VDF,B_5_5,ordinary,O2
DEVICE04,VDF,B_6_1,precision,P1
DEVICE04,VDF,B_6_2,precision,P1
DEVICE04,VDF,B_6_3,precision,P1
DEVICE04,VDF,B_6_4,ordinary,O3
DEVICE04,VDF,B_6_5,ordinary,O3
DEVICE04,MG,B_1_1,ordinary,O1
DEVICE04,MG,B_1_3,ordinary,O1
DEVICE04,MG,B_1_4,precision,P1
DEVICE04,MG,B_1_5,precision,P1
DEVICE04,MG,B_2_1,ordinary,O1
DEVICE04,MG,B_2_3,ordinary,O1
DEVICE04,MG,B_2_4,precision,P2
DEVICE04,MG,B_2_5,ordinary,O1
DEVICE04,MG,B_3_1,ordinary,O1
DEVICE04,MG,B_3_4,precision,P2
DEVICE04,MG,B_3_5,ordinary,O1
DEVICE04,MG,B_4_1,ordinary,O1
DEVICE04,MG,B_4_4,ordinary,O2
DEVICE04,MG,B_4_5,ordinary,O2
DEVICE04,MG,B_5_1,ordinary,O2
DEVICE04,MG,B_5_3,ordinary,O2
DEVICE04,MG,B_5_4,ordinary,O2
DEVICE04,MG,B_5_5,ordinary,O2
DEVICE04,MG,B_6_1,ordinary,O3
DEVICE04,MG,B_6_2,ordinary,O3
DEVICE04,MG,B_6_3,ordinary,O3
DEVICE04,MG,B_6_4,ordinary,O3
DEVICE04,MG,B_6_5,precision,P1
DEVICE04,MG-LS,B_1_1,ordinary,O1
DEVICE04,MG-LS,B_1_3,precision,P2
DEVICE04,MG-LS,B_1_4,precision,P1
DEVICE04,MG-LS,B_1_5,precision,P1
DEVICE04,MG-LS,B_2_1,ordinary,O1
DEVICE04,MG-LS,B_2_3,ordinary,O1
DEVICE04,MG-LS,B_2_4,precision,P2
DEVICE04,MG-LS,B_2_5,precision,P1
DEVICE04,MG-LS,B_3_1,ordinary,O1
DEVICE04,MG-LS,B_3_4,ordinary,O1
DEVICE04,MG-LS,B_3_5,ordinary,O1
DEVICE04,MG-LS,B_4_1,ordinary,O1
DEVICE04,MG-LS,B_4_4,ordinary,O2
DEVICE04,MG-LS,B_4_5,ordinary,O2
DEVICE04,MG-LS,B_5_1,ordinary,O2
DEVICE04,MG-LS,B_5_3,ordinary,O2
DEVICE04,MG-LS,B_5_4,ordinary,O2
DEVICE04,MG-LS,B_5_5,ordinary,O2
DEVICE04,MG-LS,B_6_1,ordinary,O3
DEVICE04,MG-LS,B_6_2,ordinary,O3
DEVICE04,MG-LS,B_6_3,ordinary,O3
DEVICE04,MG-LS,B_6_4,ordinary,O3
DEVICE04,MG-LS,B_6_5,ordinary,O1
DEVICE05,VF,B_1_1,precision,P1
DEVICE05,VF,B_1_2,ordinary,O2
DEVICE05,VF,B_1_3,precision,P1
DEVICE05,VF,B_1_4,ordinary,O2
DEVICE05,VF,B_1_5,ordinary,O2
DEVICE05,VF,B_2_1,precision,P1
DEVICE05,VF,B_2_3,precision,P1
DEVICE05,VF,B_2_4,ordinary,O3
DEVICE05,VF,B_2_5,precision,P2
DEVICE05,VF,B_3_1,precision,P2
DEVICE05,VF,B_3_3,ordinary,O2
DEVICE05,VF,B_3_4,ordinary,O3
DEVICE05,VF,B_3_5,precision,P2
DEVICE05,VF,B_4_1,ordinary,O1
DEVICE05,VF,B_4_2,ordinary,O3
DEVICE05,VF,B_4_3,ordinary,O2
DEVICE05,VF,B_4_4,ordinary,O1
DEVICE05,VF,B_4_5,ordinary,O1
DEVICE05,VF,B_5_1,ordinary,O1
DEVICE05,VF,B_5_2,ordinary,O3
DEVICE05,VF,B_5_3,ordinary,O1
DEVICE05,VF,B_5_4,ordinary,O1
DEVICE05,VF,B_5_5,ordinary,O1
DEVICE05,VF,B_6_1,ordinary,O1
DEVICE05,VF,B_6_2,ordinary,O1
DEVICE05,VF,B_6_3,ordinary,O1
DEVICE05,VF,B_6_4,ordinary,O2
DEVICE05,VF,B_6_5,ordinary,O2
DEVICE05,VDF,B_1_1,ordinary,O1
DEVICE05,VDF,B_1_2,ordinary,O3
DEVICE05,VDF,B_1_3,ordinary,O1
DEVICE05,VDF,B_1_4,ordinary,O3
DEVICE05,VDF,B_1_5,precision,P1
DEVICE05,VDF,B_2_1,ordinary,O1
DEVICE05,VDF,B_2_3,ordinary,O1
DEVICE05,VDF,B_2_4,precision,P2
DEVICE05,VDF,B_2_5,ordinary,O1
DEVICE05,VDF,B_3_1,ordinary,O1
DEVICE05,VDF,B_3_3,precision,P1
DEVICE05,VDF,B_3_4,precision,P2
DEVICE05,VDF,B_3_5,ordinary,O1
DEVICE05,VDF,B_4_1,ordinary,O1
DEVICE05,VDF,B_4_3,ordinary,O3
DEVICE05,VDF,B_4_4,ordinary,O1
DEVICE05,VDF,B_4_5,ordinary,O1
DEVICE05,VDF,B_5_1,ordinary,O2
DEVICE05,VDF,B_5_2,ordinary,O3
DEVICE05,VDF,B_5_3,ordinary,O2
DEVICE05,VDF,B_5_4,ordinary,O2
DEVICE05,VDF,B_5_5,ordinary,O2
DEVICE05,VDF,B_6_1,ordinary,O2
DEVICE05,VDF,B_6_2,ordinary,O2
DEVICE05,VDF,B_6_3,ordinary,O2
DEVICE05,VDF,B_6_4,precision,P1
DEVICE05,VDF,B_6_5,precision,P1
DEVICE05,MG,B_1_1,ordinary,O1
DEVICE05,MG,B_1_2,precision,P1
DEVICE05,MG,B_1_3,ordinary,O1
DEVICE05,MG,B_1_4,ordinary,O3
DEVICE05,MG,B_1_5,ordinary,O3
DEVICE05,MG,B_2_1,ordinary,O1
DEVICE05,MG,B_2_2,precision,P1
DEVICE05,MG,B_2_3,ordinary,O1
DEVICE05,MG,B_2_5,ordinary,O1
DEVICE05,MG,B_3_1,ordinary,O1
DEVICE05,MG,B_3_2,precision,P1
DEVICE05,MG,B_3_3,ordinary,O3
DEVICE05,MG,B_3_5,ordinary,O1
DEVICE05,MG,B_4_1,ordinary,O1
DEVICE05,MG,B_4_2,precision,P2
DEVICE05,MG,B_4_3,precision,P2
DEVICE05,MG,B_4_4,ordinary,O1
DEVICE05,MG,B_4_5,ordinary,O1
DEVICE05,MG,B_5_1,ordinary,O2
DEVICE05,MG,B_5_3,ordinary,O2
DEVICE05,MG,B_5_4,ordinary,O2
DEVICE05,MG,B_5_5,ordinary,O2
DEVICE05,MG,B_6_1,ordinary,O2
DEVICE05,MG,B_6_2,ordinary,O2
DEVICE05,MG,B_6_3,ordinary,O2
DEVICE05,MG,B_6_4,ordinary,O3
DEVICE05,MG,B_6_5,ordinary,O3
DEVICE05,MG-LS,B_1_1,ordinary,O1
DEVICE05,MG-LS,B_1_2,ordinary,O3
DEVICE05,MG-LS,B_1_3,ordinary,O1
DEVICE05,MG-LS,B_1_4,ordinary,O3
DEVICE05,MG-LS,B_1_5,ordinary,O3
DEVICE05,MG-LS,B_2_1,ordinary,O1
DEVICE05,MG-LS,B_2_2,precision,P1
DEVICE05,MG-LS,B_2_3,ordinary,O1
DEVICE05,MG-LS,B_2_5,ordinary,O1
DEVICE05,MG-LS,B_3_1,ordinary,O1
DEVICE05,MG-LS,B_3_2,precision,P1
DEVICE05,MG-LS,B_3_3,precision,P1
DEVICE05,MG-LS,B_3_5,ordinary,O1
DEVICE05,MG-LS,B_4_1,ordinary,O1
DEVICE05,MG-LS,B_4_2,precision,P2
DEVICE05,MG-LS,B_4_3,precision,P2
DEVICE05,MG-LS,B_4_4,ordinary,O1
DEVICE05,MG-LS,B_4_5,ordinary,O1
DEVICE05,MG-LS,B_5_1,ordinary,O2
DEVICE05,MG-LS,B_5_3,ordinary,O2
DEVICE05,MG-LS,B_5_4,ordinary,O2
DEVICE05,MG-LS,B_5_5,ordinary,O2
DEVICE05,MG-LS,B_6_1,ordinary,O2
DEVICE05,MG-LS,B_6_2,ordinary,O2
DEVICE05,MG-LS,B_6_3,ordinary,O2
DEVICE05,MG-LS,B_6_4,ordinary,O3
DEVICE05,MG-LS,B_6_5,ordinary,O3
DEVICE06,VF,B_1_1,precision,P1
DEVICE06,VF,B_1_2,ordinary,O2
DEVICE06,VF,B_1_3,precision,P1
DEVICE06,VF,B_1_4,ordinary,O2
DEVICE06,VF,B_1_5,ordinary,O2
DEVICE06,VF,B_2_1,precision,P1
DEVICE06,VF,B_2_2,ordinary,O3
DEVICE06,VF,B_2_3,precision,P1
DEVICE06,VF,B_2_4,ordinary,O3
DEVICE06,VF,B_2_5,precision,P1
DEVICE06,VF,B_3_1,precision,P2
DEVICE06,VF,B_3_2,ordinary,O3
DEVICE06,VF,B_3_3,ordinary,O2
DEVICE06,VF,B_3_4,ordinary,O2
DEVICE06,VF,B_3_5,precision,P2
DEVICE06,VF,B_4_1,precision,P2
DEVICE06,VF,B_4_2,ordinary,O3
DEVICE06,VF,B_4_3,ordinary,O2
DEVICE06,VF,B_4_4,ordinary,O1
DEVICE06,VF,B_4_5,ordinary,O1
DEVICE06,VF,B_5_1,ordinary,O1
